rank	URI	name	Linked Institution	P	P_top	PP_top
502	http://dbpedia.org/resource/University_of_Cantabria	University of Cantabria	University of Cantabria	1051	80	7,6%
503	http://dbpedia.org/resource/Bar-Ilan_University	Bar-Ilan University	Bar-Ilan University	1958	150	7,6%
504	http://dbpedia.org/resource/Indian_Institute_of_Technology_Delhi	Indian Institute of Technology Delhi	Indian Institute of Technology Delhi	1958	150	7,6%
505	http://dbpedia.org/resource/University_of_Genoa	University of Genoa	University of Genoa	2488	190	7,6%
506	http://dbpedia.org/resource/Aristotle_University_of_Thessaloniki	Aristotle University of Thessaloniki	Aristotle University of Thessaloniki	4103	312	7,6%
507	http://dbpedia.org/resource/University_of_Coimbra	University of Lisbon	University of Lisbon	5252	399	7,6%
508	http://dbpedia.org/resource/University_of_Naples_Federico_II	University of Naples Federico II	University of Naples Federico II	4268	323	7,6%
509	http://dbpedia.org/resource/University_of_North_Carolina_at_Charlotte	University of North Carolina, Charlotte	University of North Carolina, Charlotte	1045	79	7,6%
510	http://dbpedia.org/resource/Nanjing_Normal_University	Nanjing Normal University	Nanjing Normal University	1020	77	7,6%
511	http://dbpedia.org/resource/University_of_Tartu	University of Tartu	University of Tartu	1473	111	7,5%
512	http://dbpedia.org/resource/National_Taiwan_University	National Taiwan University	National Taiwan University	9226	695	7,5%
513	http://dbpedia.org/resource/University_of_Coimbra	University of Coimbra	University of Coimbra	2399	180	7,5%
514	http://dbpedia.org/resource/Victoria_University_of_Wellington	Victoria University of Wellington	Victoria University of Wellington	1241	93	7,5%
515	http://dbpedia.org/resource/University_of_Rome_Tor_Vergata	University of Rome Tor Vergata	University of Rome Tor Vergata	2619	196	7,5%
516	http://dbpedia.org/resource/China_University_of_Geosciences	China University of Geosciences	China University of Geosciences	1346	101	7,5%
517	http://dbpedia.org/resource/Texas_Tech_University	Texas Tech University	Texas Tech University	2268	169	7,5%
518	http://dbpedia.org/resource/Isfahan_University_of_Technology	Isfahan University of Technology	Isfahan University of Technology	1676	125	7,5%
519	http://dbpedia.org/resource/Flinders_University	Flinders University	Flinders University	1598	119	7,4%
520	http://dbpedia.org/resource/Seoul_National_University	Seoul National University	Seoul National University	12114	901	7,4%
521	http://dbpedia.org/resource/Indian_Institute_of_Technology_Guwahati	Indian Institute of Technology Guwahati	Indian Institute of Technology Guwahati	1173	87	7,4%
522	http://dbpedia.org/resource/University_of_Canterbury	University of Canterbury	University of Canterbury	1349	100	7,4%
523	http://dbpedia.org/resource/Mediterranea_University_of_Reggio_Calabria	Mediterranea University of Reggio Calabria	Mediterranea University of Reggio Calabria	1758	130	7,4%
524	http://dbpedia.org/resource/South_China_Normal_University	South China Normal University	South China Normal University	1555	115	7,4%
525	http://dbpedia.org/resource/National_University_of_Defense_Technology	National University of Defense Technology	National University of Defense Technology	1479	109	7,4%
526	http://dbpedia.org/resource/Iran_University_of_Science_and_Technology	Iran University of Science and Technology	Iran University of Science and Technology	1884	139	7,4%
527	http://dbpedia.org/resource/University_of_Windsor	University of Windsor	University of Windsor	1076	79	7,4%
528	http://dbpedia.org/resource/East_Carolina_University	East Carolina University	East Carolina University	1145	84	7,4%
529	http://dbpedia.org/resource/University_of_North_Texas	University of North Texas	University of North Texas	1451	107	7,4%
530	http://dbpedia.org/resource/Technical_University_of_Madrid	Technical University of Madrid	Technical University of Madrid	2278	167	7,3%
531	http://dbpedia.org/resource/University_of_Electronic_Science_and_Technology_of_China	University of Electronic Science and Technology of China - UESTC	University of Electronic Science and Technology of China - UESTC	2517	185	7,3%
532	http://dbpedia.org/resource/Huazhong_University_of_Science_and_Technology	Huazhong University of Science and Technology	Huazhong University of Science and Technology	6312	463	7,3%
533	http://dbpedia.org/resource/Auburn_University	Auburn University	Auburn University	2360	173	7,3%
534	http://dbpedia.org/resource/University_of_the_Basque_Country	University of the Basque Country	University of the Basque Country	2760	202	7,3%
535	http://dbpedia.org/resource/Universiti_Sains_Malaysia	University of Science Malaysia	University of Science Malaysia	3295	241	7,3%
536	http://dbpedia.org/resource/University_of_Bari	University of Bari Aldo Moro	University of Bari Aldo Moro	2226	162	7,3%
537	http://dbpedia.org/resource/Chongqing_University	Chongqing University	Chongqing University	2205	161	7,3%
538	http://dbpedia.org/resource/Sharif_University_of_Technology	Sharif University of Technology	Sharif University of Technology	2441	177	7,2%
539	http://dbpedia.org/resource/University_of_Franche-Comt%C3%A9	University of Franche-Comté	University of Franche-Comté	1062	77	7,2%
540	http://dbpedia.org/resource/E%C3%B6tv%C3%B6s_Lor%C3%A1nd_University	Eötvös Loránd University 	Eötvös Loránd University 	1198	87	7,2%
541	http://dbpedia.org/resource/Semmelweis_University	Semmelweis University of Budapest	Semmelweis University of Budapest	1197	86	7,2%
542	http://dbpedia.org/resource/National_Chung_Hsing_University	National Chung Hsing University	National Chung Hsing University	2298	165	7,2%
543	http://dbpedia.org/resource/KAIST	Advanced Institute of Science and Technology	Advanced Institute of Science and Technology	4682	337	7,2%
544	http://dbpedia.org/resource/University_of_Ljubljana	University of Ljubljana	University of Ljubljana	3250	233	7,2%
545	http://dbpedia.org/resource/Ben-Gurion_University_of_the_Negev	Ben-Gurion University of Negev	Ben-Gurion University of Negev	3559	255	7,2%
546	http://dbpedia.org/resource/Shandong_University	Shandong University	Shandong University	6393	457	7,2%
547	http://dbpedia.org/resource/Nanjing_Agricultural_University	Nanjing Agricultural University	Nanjing Agricultural University	1762	126	7,2%
548	http://dbpedia.org/resource/National_and_Kapodistrian_University_of_Athens	National and Kapodistrian University of Athens	National and Kapodistrian University of Athens	4852	346	7,1%
549	http://dbpedia.org/resource/Ryerson_University	Ryerson University	Ryerson University	1092	78	7,1%
550	http://dbpedia.org/resource/University_of_Nevada,_Las_Vegas	University of Nevada, Las Vegas	University of Nevada, Las Vegas	1101	78	7,1%
551	http://dbpedia.org/resource/Sichuan_University	Sichuan University	Sichuan University	7445	529	7,1%
552	http://dbpedia.org/resource/University_of_Salamanca	University of Salamanca	University of Salamanca	1398	99	7,1%
553	http://dbpedia.org/resource/University_of_Science_and_Technology_Beijing	University of Science and Technology Beijing	University of Science and Technology Beijing	1815	128	7,1%
554	http://dbpedia.org/resource/Chung_Yuan_Christian_University	Chung Yuan Christian University	Chung Yuan Christian University	1013	72	7,1%
555	http://dbpedia.org/resource/University_of_La_Laguna	University of La Laguna	University of La Laguna	1132	80	7,0%
556	http://dbpedia.org/resource/Zhejiang_University_of_Technology	Zhejiang University of Technology	Zhejiang University of Technology	1247	87	7,0%
557	http://dbpedia.org/resource/King_Saud_University	King Saud University	King Saud University	2765	194	7,0%
558	http://dbpedia.org/resource/Beijing_Jiaotong_University	Beijing Jiatong University	Beijing Jiatong University	1032	72	7,0%
559	http://dbpedia.org/resource/Second_Military_Medical_University	Second Military Medical University - SMMU	Second Military Medical University - SMMU	2057	144	7,0%
560	http://dbpedia.org/resource/Tokyo_Medical_and_Dental_University	Tokyo Medical and Dental University	Tokyo Medical and Dental University	1627	113	6,9%
561	http://dbpedia.org/resource/Budapest_University_of_Technology_and_Economics	Budapest University of Technology and Economics	Budapest University of Technology and Economics	1121	78	6,9%
562	http://dbpedia.org/resource/American_University_of_Beirut	American University of Beirut	American University of Beirut	1022	71	6,9%
563	http://dbpedia.org/resource/University_of_Murcia	University of Murcia	University of Murcia	1840	128	6,9%
564	http://dbpedia.org/resource/National_University_of_Malaysia	Universiti Kebangsaan Malaysia	Universiti Kebangsaan Malaysia	1353	94	6,9%
565	http://dbpedia.org/resource/Georgia_State_University	Georgia State University	Georgia State University	1685	117	6,9%
566	http://dbpedia.org/resource/University_of_Tehran	University of Tehran	University of Tehran	3486	242	6,9%
567	http://dbpedia.org/resource/National_Taiwan_University_of_Science_and_Technology	National Taiwan University of Science & Technology	National Taiwan University of Science & Technology	1854	128	6,9%
568	http://dbpedia.org/resource/China_Agricultural_University	China Agricultural University	China Agricultural University	2951	203	6,9%
569	http://dbpedia.org/resource/Sungkyunkwan_University	Sungkyunkwan University	Sungkyunkwan University	5175	355	6,9%
570	http://dbpedia.org/resource/Middle_East_Technical_University	Middle East Technical University	Middle East Technical University	1955	134	6,8%
571	http://dbpedia.org/resource/University_of_Ulsan	University of Ulsan	University of Ulsan	2790	191	6,8%
572	http://dbpedia.org/resource/Huazhong_Agricultural_University	Huazhong Agricultural University	Huazhong Agricultural University	1832	125	6,8%
573	http://dbpedia.org/resource/Xiangtan_University	Xiangtan University	Xiangtan University	1021	70	6,8%
574	http://dbpedia.org/resource/Banaras_Hindu_University	Banaras Hindu University	Banaras Hindu University	2259	154	6,8%
575	http://dbpedia.org/resource/University_of_the_Witwatersrand	University of the Witwatersrand	University of the Witwatersrand	1794	122	6,8%
576	http://dbpedia.org/resource/University_of_the_Punjab	Panjab University	Panjab University	1055	72	6,8%
577	http://dbpedia.org/resource/Fourth_Military_Medical_University	Fourth Military Medical University	Fourth Military Medical University	2239	152	6,8%
578	http://dbpedia.org/resource/University_of_Saskatchewan	University of Saskatchewan	University of Saskatchewan	3110	210	6,8%
579	http://dbpedia.org/resource/Tohoku_University	Tohoku University	Tohoku University	8980	606	6,8%
580	http://dbpedia.org/resource/Yonsei_University	Yonsei University	Yonsei University	7598	512	6,7%
581	http://dbpedia.org/resource/Mansoura_University	Mansoura University	Mansoura University	1203	81	6,7%
582	http://dbpedia.org/resource/University_of_Palermo	University of Palermo	University of Palermo	2443	164	6,7%
583	http://dbpedia.org/resource/University_of_Messina	University of Messina	University of Messina	1609	108	6,7%
584	http://dbpedia.org/resource/Anna_University	Anna University	Anna University	1012	68	6,7%
585	http://dbpedia.org/resource/Jiangsu_University	Jiangsu University	Jiangsu University	1494	99	6,6%
586	http://dbpedia.org/resource/Central_South_University	Central South University	Central South University	4420	293	6,6%
587	http://dbpedia.org/resource/University_of_Siena	University of Siena	University of Siena	1799	119	6,6%
588	http://dbpedia.org/resource/University_of_Patras	University of Patras	University of Patras	2118	140	6,6%
589	http://dbpedia.org/resource/University_of_Oviedo	University of Oviedo	University of Oviedo	2108	139	6,6%
590	http://dbpedia.org/resource/Indian_Institute_of_Science	Indian Institute of Science	Indian Institute of Science	3631	239	6,6%
591	http://dbpedia.org/resource/Erciyes_University	Erciyes University	Erciyes University	1242	82	6,6%
592	http://dbpedia.org/resource/University_of_New_Brunswick	University of New Brunswick	University of New Brunswick	1075	71	6,6%
593	http://dbpedia.org/resource/Northwestern_Polytechnical_University	Northwestern Polytechnical University	Northwestern Polytechnical University	2150	140	6,5%
594	http://dbpedia.org/resource/University_of_Cagliari	University of Cagliari	University of Cagliari	1462	95	6,5%
595	http://dbpedia.org/resource/China_Medical_University_(Taiwan)	China Medical University, Taiwan	China Medical University, Taiwan	1858	120	6,5%
596	http://dbpedia.org/resource/University_of_Warsaw	University of Warsaw	University of Warsaw	1875	121	6,5%
597	http://dbpedia.org/resource/Kyung_Hee_University	Kyung Hee University	Kyung Hee University	3709	240	6,5%
598	http://dbpedia.org/resource/Indian_Institute_of_Technology_Kharagpur	Indian Institute of Technology Kharagpur	Indian Institute of Technology Kharagpur	2933	190	6,5%
599	http://dbpedia.org/resource/Tokyo_Institute_of_Technology	Tokyo Institute of Technology	Tokyo Institute of Technology	4791	310	6,5%
600	http://dbpedia.org/resource/Gyeongsang_National_University	Gyeongsang National University	Gyeongsang National University	1496	96	6,4%
601	http://dbpedia.org/resource/Indian_Institute_of_Technology_Madras	Indian Institute of Technology Madras	Indian Institute of Technology Madras	2268	146	6,4%
602	http://dbpedia.org/resource/University_of_Puerto_Rico	University of Puerto Rico	University of Puerto Rico	1342	86	6,4%
603	http://dbpedia.org/resource/Southern_Illinois_University_Carbondale	Southern Illinois University, Carbondale	Southern Illinois University, Carbondale	1094	70	6,4%
604	http://dbpedia.org/resource/Kanazawa_University	Kanazawa University	Kanazawa University	1970	126	6,4%
605	http://dbpedia.org/resource/National_Taipei_University_of_Technology	National Taipei University of Technology	National Taipei University of Technology	1161	74	6,4%
606	http://dbpedia.org/resource/Tongji_University	Tongji University	Tongji University	3638	233	6,4%
607	http://dbpedia.org/resource/Pontifical_Catholic_University_of_Chile	Pontifical Catholic University of Chile	Pontifical Catholic University of Chile	1506	95	6,3%
608	http://dbpedia.org/resource/University_of_Chile	University of Chile	University of Chile	2068	131	6,3%
609	http://dbpedia.org/resource/National_Cheng_Kung_University	National Cheng Kung University	National Cheng Kung University	6129	387	6,3%
610	http://dbpedia.org/resource/Pukyong_National_University	Pukyong National University	Pukyong National University	1039	65	6,3%
611	http://dbpedia.org/resource/Nanjing_University	National Central University	National Central University	2207	139	6,3%
612	http://dbpedia.org/resource/North_Dakota_State_University	North Dakota State University	North Dakota State University	1211	76	6,3%
613	http://dbpedia.org/resource/University_of_Castile-La_Mancha	University of Castile-La Mancha	University of Castile-La Mancha	1604	101	6,3%
614	http://dbpedia.org/resource/Xi'an_Jiaotong_University	Xi'an Jiaotong University	Xi'an Jiaotong University	5278	330	6,2%
615	http://dbpedia.org/resource/Tokyo_University_of_Science	Tokyo University of Science	Tokyo University of Science	1725	106	6,2%
616	http://dbpedia.org/resource/Inha_University	Inha University	Inha University	2414	149	6,2%
617	http://dbpedia.org/resource/Shahid_Beheshti_University	Shahid Beheshti University	Shahid Beheshti University	1246	76	6,1%
618	http://dbpedia.org/resource/Keio_University	Keio University	Keio University	3228	197	6,1%
619	http://dbpedia.org/resource/Korea_University	Korea University	Korea University	5446	331	6,1%
620	http://dbpedia.org/resource/Tarbiat_Modares_University	Tarbiat Modares University	Tarbiat Modares University	2170	132	6,1%
621	http://dbpedia.org/resource/Indian_Institute_of_Technology_Bombay	Indian Institute of Technology Bombay	Indian Institute of Technology Bombay	1968	120	6,1%
622	http://dbpedia.org/resource/Beijing_University_of_Technology	Beijing University of Technology	Beijing University of Technology	1217	74	6,1%
623	http://dbpedia.org/resource/University_of_Haifa	University of Haifa	University of Haifa	1469	89	6,0%
624	http://dbpedia.org/resource/Wroc%C5%82aw_University_of_Technology	Wroc_aw University of Technology	Wroc_aw University of Technology	1264	76	6,0%
625	http://dbpedia.org/resource/University_of_Delhi	University of Delhi	University of Delhi	1847	111	6,0%
626	http://dbpedia.org/resource/Yokohama_City_University	Yokohama City University	Yokohama City University	1069	64	6,0%
627	http://dbpedia.org/resource/Ocean_University_of_China	Ocean University of China	Ocean University of China	1483	88	6,0%
628	http://dbpedia.org/resource/Chungbuk_National_University	Chungbuk National University	Chungbuk National University	1125	67	5,9%
629	http://dbpedia.org/resource/Aligarh_Muslim_University	Aligarh Muslim University	Aligarh Muslim University	1113	66	5,9%
630	http://dbpedia.org/resource/Nanchang_University	Nanchang University	Nanchang University	1078	63	5,9%
631	http://dbpedia.org/resource/Palack%C3%BD_University_of_Olomouc	Palack_ University of Olomouc	Palack_ University of Olomouc	1041	61	5,9%
632	http://dbpedia.org/resource/National_Yang_Ming_University	National Yang Ming University	National Yang Ming University	2588	152	5,9%
633	http://dbpedia.org/resource/Nanjing_University_of_Technology	Nanjing University of Technology	Nanjing University of Technology	1524	89	5,9%
634	http://dbpedia.org/resource/Chiba_University	Chiba University	Chiba University	2489	146	5,9%
635	http://dbpedia.org/resource/Jadavpur_University	Jadavpur University	Jadavpur University	1473	86	5,9%
636	http://dbpedia.org/resource/Kobe_University	Kobe University	Kobe University	2622	154	5,9%
637	http://dbpedia.org/resource/Universiti_Putra_Malaysia	Putra University Malaysa	Putra University Malaysa	2183	128	5,8%
638	http://dbpedia.org/resource/Hanyang_University	Hanyang University	Hanyang University	3993	232	5,8%
639	http://dbpedia.org/resource/Kyushu_University	Kyushu University	Kyushu University	6199	360	5,8%
640	http://dbpedia.org/resource/Shaanxi_Normal_University	Shaanxi Normal University	Shaanxi Normal University	1071	62	5,8%
641	http://dbpedia.org/resource/Taipei_Medical_University	Taipei Medical University	Taipei Medical University	1330	77	5,8%
642	http://dbpedia.org/resource/Mississippi_State_University	Mississippi State University	Mississippi State University	1612	94	5,8%
643	http://dbpedia.org/resource/University_of_KwaZulu-Natal	University of KwaZulu-Natal	University of KwaZulu-Natal	1689	98	5,8%
644	http://dbpedia.org/resource/University_of_Extremadura	University of Extremadura	University of Extremadura	1196	69	5,8%
645	http://dbpedia.org/resource/University_of_Malaya	University of Malaya	University of Malaya	3281	190	5,8%
646	http://dbpedia.org/resource/University_of_Tsukuba	University of Tsukuba	University of Tsukuba	3329	192	5,8%
647	http://dbpedia.org/resource/Mahidol_University	Mahidol University	Mahidol University	2013	115	5,7%
648	http://dbpedia.org/resource/Federal_University_of_Rio_de_Janeiro	Federal University of Rio de Janeiro - UFRJ	Federal University of Rio de Janeiro - UFRJ	3731	214	5,7%
649	http://dbpedia.org/resource/Universidade_Federal_de_Santa_Catarina	Federal University of Santa Catarina - UFSC	Federal University of Santa Catarina - UFSC	1609	92	5,7%
650	http://dbpedia.org/resource/Federal_University_of_Cear%C3%A1	Federal University of Ceará - UFC	Federal University of Ceará - UFC	1056	60	5,7%
651	http://dbpedia.org/resource/China_Pharmaceutical_University	China Pharmaceutical University	China Pharmaceutical University	1289	73	5,7%
652	http://dbpedia.org/resource/Indian_Institute_of_Technology_Kanpur	Indian Institute of Technology Kanpur	Indian Institute of Technology Kanpur	1708	97	5,7%
653	http://dbpedia.org/resource/University_of_Valladolid	University of Valladolid	University of Valladolid	1291	73	5,7%
654	http://dbpedia.org/resource/Sel%C3%A7uk_University	Selçuk University	Selçuk University	1292	73	5,6%
655	http://dbpedia.org/resource/Nicolaus_Copernicus_University_in_Toru%C5%84	Nicholas Copernicus University of Torun	Nicholas Copernicus University of Torun	1022	58	5,6%
656	http://dbpedia.org/resource/Hokkaido_University	Hokkaido University	Hokkaido University	6029	337	5,6%
657	http://dbpedia.org/resource/Chulalongkorn_University	Chulalongkorn University	Chulalongkorn University	2169	121	5,6%
658	http://dbpedia.org/resource/Chang_Gung_University	Chang Gung University	Chang Gung University	3781	210	5,6%
659	http://dbpedia.org/resource/Masaryk_University	Masaryk University, Brno	Masaryk University, Brno	1353	75	5,6%
660	http://dbpedia.org/resource/Alexandria_University	Alexandria University	Alexandria University	1025	57	5,5%
661	http://dbpedia.org/resource/National_Chung_Cheng_University	Taiwan Chung Cheng University	Taiwan Chung Cheng University	1157	64	5,5%
662	http://dbpedia.org/resource/Hiroshima_University	Hiroshima University	Hiroshima University	3088	169	5,5%
663	http://dbpedia.org/resource/King_Fahd_University_of_Petroleum_and_Minerals	King Fahd University of Petroleum and Minerals	King Fahd University of Petroleum and Minerals	1197	65	5,4%
664	http://dbpedia.org/resource/Zhengzhou_University	Zhengzhou University	Zhengzhou University	1767	96	5,4%
665	http://dbpedia.org/resource/Gazi_University	Gazi University	Gazi University	1738	94	5,4%
666	http://dbpedia.org/resource/Ajou_University	Ajou University	Ajou University	1496	80	5,4%
667	http://dbpedia.org/resource/Jagiellonian_University	Jagiellonian University, Krakow	Jagiellonian University, Krakow	2587	139	5,4%
668	http://dbpedia.org/resource/National_Sun_Yat-sen_University	National Sun-Yat Sen University	National Sun-Yat Sen University	1996	107	5,4%
669	http://dbpedia.org/resource/Ferdowsi_University_of_Mashhad	Ferdowsi University of Mashhad	Ferdowsi University of Mashhad	1218	65	5,4%
670	http://dbpedia.org/resource/Nanjing_Medical_University	Nanjing Medical University	Nanjing Medical University	1993	107	5,3%
671	http://dbpedia.org/resource/Kinki_University	Kinki University	Kinki University	1404	74	5,3%
672	http://dbpedia.org/resource/Kaohsiung_Medical_University	Kaohsiung Medical University	Kaohsiung Medical University	1907	101	5,3%
673	http://dbpedia.org/resource/Jinan_University	Jinan University	Jinan University	1223	65	5,3%
674	http://dbpedia.org/resource/Okayama_University	Okayama University	Okayama University	2690	141	5,2%
675	http://dbpedia.org/resource/Dokuz_Eyl%C3%BCl_University	Dokuz Eylül University 	Dokuz Eylül University 	1208	63	5,2%
676	http://dbpedia.org/resource/North_West_Agriculture_and_Forestry_University	Northwest Agriculture & Forestry University	Northwest Agriculture & Forestry University	1344	70	5,2%
677	http://dbpedia.org/resource/Shiraz_University	Shiraz University	Shiraz University	1566	81	5,2%
678	http://dbpedia.org/resource/University_of_S%C3%A3o_Paulo	Universidade de São Paulo - USP	Universidade de São Paulo - USP	12319	634	5,1%
679	http://dbpedia.org/resource/Waseda_University	Waseda University	Waseda University	1931	99	5,1%
680	http://dbpedia.org/resource/Kyungpook_National_University	Kyungpook National University	Kyungpook National University	2817	143	5,1%
681	http://dbpedia.org/resource/University_of_Buenos_Aires	University of Buenos Aires	University of Buenos Aires	3438	173	5,0%
682	http://dbpedia.org/resource/Juntendo_University	Juntendo University	Juntendo University	1184	60	5,0%
683	http://dbpedia.org/resource/University_of_Pretoria	University of Pretoria	University of Pretoria	1566	79	5,0%
684	http://dbpedia.org/resource/Kumamoto_University	Kumamoto University	Kumamoto University	1702	85	5,0%
685	http://dbpedia.org/resource/Konkuk_University	Konkuk University	Konkuk University	2082	104	5,0%
686	http://dbpedia.org/resource/Chiang_Mai_University	Chiang Mai University	Chiang Mai University	1157	58	5,0%
687	http://dbpedia.org/resource/China_Medical_University_(PRC)	China Medical University	China Medical University	1790	89	5,0%
688	http://dbpedia.org/resource/Universidade_Federal_de_Minas_Gerais	Universidade Federal de Minas Gerais - UFMG	Universidade Federal de Minas Gerais - UFMG	2712	135	5,0%
689	http://dbpedia.org/resource/Universidade_Federal_do_Rio_Grande_do_Sul	Federal University of Rio Grande do Sul - UFRGS	Federal University of Rio Grande do Sul - UFRGS	3581	178	5,0%
690	http://dbpedia.org/resource/Federal_University_of_Pernambuco	Federal University of Pernambuco - UFPE	Federal University of Pernambuco - UFPE	1335	66	5,0%
691	http://dbpedia.org/resource/Federal_University_of_S%C3%A3o_Carlos	Federal University of São Carlos - UFSCAR	Federal University of São Carlos - UFSCAR	1205	59	4,9%
692	http://dbpedia.org/resource/Chongqing_Medical_University	Chongqing Medical University	Chongqing Medical University	1082	53	4,9%
693	http://dbpedia.org/resource/Charles_University_in_Prague	Charles University, Prague	Charles University, Prague	4640	228	4,9%
694	http://dbpedia.org/resource/Chonbuk_National_University	Chonbuk National University	Chonbuk National University	2080	102	4,9%
695	http://dbpedia.org/resource/Sogang_University	Sogang University	Sogang University	1077	52	4,8%
696	http://dbpedia.org/resource/Pusan_National_University	Pusan National University	Pusan National University	3042	147	4,8%
697	http://dbpedia.org/resource/Moscow_State_University	Lomonosov Moscow State University	Lomonosov Moscow State University	2888	138	4,8%
698	http://dbpedia.org/resource/University_of_Debrecen	University of Debrecen	University of Debrecen	1105	53	4,8%
699	http://dbpedia.org/resource/Comenius_University_in_Bratislava	Comenius University, Bratislava	Comenius University, Bratislava	1113	53	4,7%
700	http://dbpedia.org/resource/Southern_Medical_University	Southern Medical University	Southern Medical University	1016	48	4,7%
701	http://dbpedia.org/resource/University_of_Toyama	University of Toyama	University of Toyama	1201	57	4,7%
702	http://dbpedia.org/resource/Gunma_University	Gunma University	Gunma University	1249	59	4,7%
703	http://dbpedia.org/resource/Islamic_Azad_University	Islamic Azad University	Islamic Azad University	4779	224	4,7%
704	http://dbpedia.org/resource/Universidade_Estadual_de_Campinas	State University of Campinas - UNICAMP	State University of Campinas - UNICAMP	4395	206	4,7%
705	http://dbpedia.org/resource/Chungnam_National_University	Chungnam National University	Chungnam National University	1829	85	4,6%
706	http://dbpedia.org/resource/Universidade_Federal_de_S%C3%A3o_Paulo	Federal University of São Paulo - UNIFESP	Federal University of São Paulo - UNIFESP	2349	108	4,6%
707	http://dbpedia.org/resource/University_of_Szeged	University of Szeged	University of Szeged	1367	63	4,6%
708	http://dbpedia.org/resource/Federal_University_of_Paran%C3%A1	Federal University of Paraná - UFPR	Federal University of Paraná - UFPR	1309	60	4,6%
709	http://dbpedia.org/resource/National_University_of_La_Plata	National University of La Plata	National University of La Plata	1893	87	4,6%
710	http://dbpedia.org/resource/Osaka_City_University	Osaka City University	Osaka City University	1366	62	4,6%
711	http://dbpedia.org/resource/Ain_Shams_University	Ain Shams University	Ain Shams University	1368	62	4,5%
712	http://dbpedia.org/resource/Warsaw_University_of_Technology	Warsaw University of Technology	Warsaw University of Technology	1229	56	4,5%
713	http://dbpedia.org/resource/University_of_Bras%C3%ADlia	University of Brasília - UNB	University of Brasília - UNB	1146	52	4,5%
714	http://dbpedia.org/resource/National_Autonomous_University_of_Mexico	National Autonomous University of Mexico	National Autonomous University of Mexico	5706	257	4,5%
715	http://dbpedia.org/resource/National_University_of_C%C3%B3rdoba	National University of Cordoba	National University of Cordoba	1167	52	4,5%
716	http://dbpedia.org/resource/Hacettepe_University	Hacettepe University	Hacettepe University	2202	98	4,4%
717	http://dbpedia.org/resource/Third_Military_Medical_University	Third Military Medical University	Third Military Medical University	1707	75	4,4%
718	http://dbpedia.org/resource/Ege_University	Ege University	Ege University	2056	91	4,4%
719	http://dbpedia.org/resource/University_of_Sfax	University of Sfax	University of Sfax	1154	50	4,4%
720	http://dbpedia.org/resource/Kitasato_University	Kitasato University	Kitasato University	1271	55	4,4%
721	http://dbpedia.org/resource/Chonnam_National_University	Chonnam National University	Chonnam National University	2670	115	4,3%
722	http://dbpedia.org/resource/Peking_Union_Medical_College_Hospital	Peking Union Medical College	Peking Union Medical College	4467	190	4,2%
723	http://dbpedia.org/resource/University_of_Belgrade	University of Belgrade	University of Belgrade	3716	157	4,2%
724	http://dbpedia.org/resource/Shinshu_University	Shinshu University	Shinshu University	1512	63	4,2%
725	http://dbpedia.org/resource/Cairo_University	Cairo University	Cairo University	2170	90	4,1%
726	http://dbpedia.org/resource/Ehime_University	Ehime University	Ehime University	1279	52	4,1%
727	http://dbpedia.org/resource/AGH_University_of_Science_and_Technology	AGH University of Science and Technology	AGH University of Science and Technology	1009	40	4,0%
728	http://dbpedia.org/resource/Atat%C3%BCrk_University	Atatürk University 	Atatürk University 	1262	50	4,0%
729	http://dbpedia.org/resource/The_Catholic_University_of_Korea	Catholic University of Korea	Catholic University of Korea	2310	92	4,0%
730	http://dbpedia.org/resource/Wroclaw_University_of_Environmental_and_Life_Sciences	University of Wroc_aw	University of Wroc_aw	1244	49	4,0%
731	http://dbpedia.org/resource/Nagasaki_University	Nagasaki University	Nagasaki University	1550	61	4,0%
732	http://dbpedia.org/resource/Capital_University_of_Medical_Sciences	Capital Medical University	Capital Medical University	2418	94	3,9%
733	http://dbpedia.org/resource/University_of_Zagreb	University of Zagreb	University of Zagreb	2565	99	3,9%
734	http://dbpedia.org/resource/Kangwon_National_University	Kangwon National University	Kangwon National University	1243	48	3,8%
735	http://dbpedia.org/resource/University_of_Tokushima	University of Tokushima	University of Tokushima	1413	54	3,8%
736	http://dbpedia.org/resource/Istanbul_University	Istanbul University	Istanbul University	2520	96	3,8%
737	http://dbpedia.org/resource/Tokyo_University_of_Agriculture_and_Technology	Tokyo University of Agriculture and Technology	Tokyo University of Agriculture and Technology	1550	58	3,7%
738	http://dbpedia.org/resource/Niigata_University	Niigata University	Niigata University	1607	60	3,7%
739	http://dbpedia.org/resource/Chung-Ang_University	Chung Ang University	Chung Ang University	1777	66	3,7%
740	http://dbpedia.org/resource/Osaka_Prefecture_University	Osaka Prefecture University	Osaka Prefecture University	1243	46	3,7%
741	http://dbpedia.org/resource/Adam_Mickiewicz_University_in_Pozna%C5%84	Adam Mickiewicz University, Pozna_	Adam Mickiewicz University, Pozna_	1516	53	3,5%
742	http://dbpedia.org/resource/Gifu_University	Gifu University	Gifu University	1317	46	3,5%
743	http://dbpedia.org/resource/Universidade_Estadual_Paulista_J%C3%BAlio_de_Mesquita_Filho	Universidade Estadual Paulista - UNESP	Universidade Estadual Paulista - UNESP	4008	139	3,5%
744	http://dbpedia.org/resource/All_India_Institute_of_Medical_Sciences	All India Institute of Medical Science	All India Institute of Medical Science	1956	68	3,5%
